	recetox_cid	iupac_inchi	smiles
299	343	InChI=1S/C7H9NO4/c9-6(10)4-2-1-3-5(8-4)7(11)12/h4H,1-3H2,(H,9,10)(H,11,12)	OC(=O)C1CCCC(=N1)C(=O)O
300	344	InChI=1S/C10H18N2O3/c1-7-8(12-10(15)11-7)5-3-2-4-6-9(13)14/h7-8H,2-6H2,1H3,(H,13,14)(H2,11,12,15)	OC(=O)CCCCCC1NC(=NC1C)O
301	345	InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h3H,4H2,1-2H3,(H,9,10)(H2,6,7,8)	CC(=CCOP(=O)(OP(=O)(O)O)O)C
302	346	InChI=1S/C5H6N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h2H,1H2,(H,9,10)(H2,6,7,8,11)	OC1=NC(=NC(C1)C(=O)O)O
303	347	InChI=1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)	OC1=NC(=NCC1)O
304	348	InChI=1S/C4H6O2/c1-3(5)4(2)6/h1-2H3	CC(=O)C(=O)C
305	349	InChI=1S/C9H20N2O2/c1-7(10)8(11)5-3-2-4-6-9(12)13/h7-8H,2-6,10-11H2,1H3,(H,12,13)	OC(=O)CCCCCC(C(N)C)N
306	350	InChI=1S/C4H11O4P/c1-3-7-9(5,6)8-4-2/h3-4H2,1-2H3,(H,5,6)	CCOP(=O)(OCC)O
307	351	InChI=1S/C4H11O3PS/c1-3-6-8(5,9)7-4-2/h3-4H2,1-2H3,(H,5,9)	CCOP(=S)(OCC)O
308	352	InChI=1S/C9H8O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-4H,5-6H2	O=C1CCc2c(O1)cccc2
309	353	InChI=1S/C15H12O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,14-18,20H	Oc1ccc(cc1)C1Oc2cc(O)cc(c2C(=O)C1O)O
310	354	InChI=1S/C8H17NOS2/c9-8(10)4-2-1-3-7(12)5-6-11/h7,11-12H,1-6H2,(H2,9,10)	SCCC(CCCCC(=N)O)S
311	355	InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h4H,1-2H2,(H2,6,7,8)	OCC(=O)COP(=O)(O)O
312	356	InChI=1S/C4H9O6P/c1-3(5)4(6)2-10-11(7,8)9/h4,6H,2H2,1H3,(H2,7,8,9)	CC(=O)C(COP(=O)(O)O)O
313	357	InChI=1S/C3H6O3/c4-1-3(6)2-5/h4-5H,1-2H2	OCC(=O)CO
314	358	InChI=1S/C11H8O4/c12-9-5-8(11(14)15)10(13)7-4-2-1-3-6(7)9/h1-5,12-13H,(H,14,15)	OC(=O)c1cc(O)c2c(c1O)cccc2
315	359	InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)	CN(CC(=O)O)C
316	361	InChI=1S/C9H10N2/c1-6-3-8-9(4-7(6)2)11-5-10-8/h3-5H,1-2H3,(H,10,11)	Cc1cc2[nH]cnc2cc1C
317	362	InChI=1S/C5H10O4/c1-5(2,9)3(6)4(7)8/h3,6,9H,1-2H3,(H,7,8)	OC(=O)C(C(O)(C)C)O
318	364	InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2	NCCc1ccc(c(c1)O)O
319	365	InChI=1S/C9H9NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6H,3,10H2,(H,13,14)	OC(=O)C(CC1=CC(=O)C(=O)C=C1)N
320	366	InChI=1S/C16H26N2O16P2/c1-6-3-18(16(25)17-14(6)24)10-2-7(20)9(31-10)5-30-35(26,27)34-36(28,29)33-15-13(23)12(22)11(21)8(4-19)32-15/h3,7-13,15,19-23H,2,4-5H2,1H3,(H,26,27)(H,28,29)(H,17,24,25)	OCC1OC(OP(=O)(OP(=O)(OCC2OC(CC2O)n2cc(C)c(nc2=O)O)O)O)C(C(C1O)O)O
321	367	InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-6,10H,(H,11,12)	OC(=Cc1ccccc1)C(=O)O
322	368	InChI=1S/C6H6N2O/c9-8-5-6-2-1-3-7-4-6/h1-5,9H	ON=Cc1cccnc1
323	370	InChI=1S/C7H12O3/c1-4-10-7(9)5(2)6(3)8/h5H,4H2,1-3H3	CCOC(=O)C(C(=O)C)C
324	372	InChI=1S/C15H28O7P2/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-21-24(19,20)22-23(16,17)18/h7,9,11H,5-6,8,10,12H2,1-4H3,(H,19,20)(H2,16,17,18)	CC(=CCOP(=O)(OP(=O)(O)O)O)CCC=C(CCC=C(C)C)C
325	373	InChI=1S/C40H66O/c1-33(2)17-10-18-34(3)19-11-20-35(4)21-12-22-36(5)23-13-24-37(6)25-14-26-38(7)27-15-28-39(8)29-16-30-40(9)31-32-41/h17,19,21,23,25,27,29,31,41H,10-16,18,20,22,24,26,28,30,32H2,1-9H3	OCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(C)C)C)C)C)C)C)C)C
326	374	InChI=1S/C40H68O7P2/c1-33(2)17-10-18-34(3)19-11-20-35(4)21-12-22-36(5)23-13-24-37(6)25-14-26-38(7)27-15-28-39(8)29-16-30-40(9)31-32-46-49(44,45)47-48(41,42)43/h17,19,21,23,25,27,29,31H,10-16,18,20,22,24,26,28,30,32H2,1-9H3,(H,44,45)(H2,41,42,43)	CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(OP(=O)(O)O)O)C)C)C)CCC=C(CCC=C(CCC=C(CCC=C(C)C)C)C)C
327	375	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	COc1cc(C=CC(=O)O)ccc1O
328	376	InChI=1S/C17H21N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,22-24H,5-6H2,1-2H3,(H,20,25,26)(H2,27,28,29)	OC(C(C(COP(=O)(O)O)O)O)Cn1c2-c(nc3c1cc(C)c(c3)C)c(nc(=O)n2)O
329	379	InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2	OCC1OC(C(C1O)O)(O)CO
330	380	InChI=1S/C6H14O12P2/c7-4-3(1-16-19(10,11)12)18-6(9,5(4)8)2-17-20(13,14)15/h3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15)	OC1C(COP(=O)(O)O)OC(C1O)(O)COP(=O)(O)O
331	381	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)	OC(=O)C=CC(=O)O
332	382	InChI=1S/C3H7O7P/c4-2(3(5)6)1-10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)	OC(=O)C(COP(=O)(O)O)O
333	383	InChI=1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10/h4-6H2,1-3H3	[O-]C(=O)CCC[N+](C)(C)C
334	384	InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H	ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl
335	385	InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h1,3,5H,2H2,(H2,6,7,8)	O=CC(COP(=O)(O)O)O
336	386	InChI=1S/C20H36O7P2/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-26-29(24,25)27-28(21,22)23/h9,11,13,15H,6-8,10,12,14,16H2,1-5H3,(H,24,25)(H2,21,22,23)	CC(=CCCC(=CCOP(=O)(OP(=O)(O)O)O)C)CCC=C(CCC=C(C)C)C
337	387	InChI=1S/C6H10O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-5,7-10H,1H2	OCC1OC(=O)C(C(C1O)O)O
338	388	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)	OC(=N)CCC(C(=O)O)N
339	389	InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)	OC(=O)CCCC(=O)O
340	390	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)	SCC(C(=NCC(=O)O)O)N=C(CCC(C(=O)O)N)O
341	392	InChI=1S/C3H6O3/c4-1-3(6)2-5/h1,3,5-6H,2H2	OC(C=O)CO
342	393	InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)	OCC(C(=O)O)O
343	394	InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2	OCC(CO)O
344	395	InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)	OCC(COP(=O)(O)O)O
345	399	InChI=1S/C3H7N3O2/c4-3(5)6-1-2(7)8/h1H2,(H,7,8)(H4,4,5,6)	NC(=N)NCC(=O)O
346	403	InChI=1S/C26H42N2O37S5/c1-4(30)27-7-9(31)13(6(56-23(7)39)3-55-67(43,44)45)58-26-19(65-70(52,53)54)12(34)16(20(62-26)22(37)38)60-24-8(28-66(40,41)42)15(63-68(46,47)48)14(5(2-29)57-24)59-25-18(64-69(49,50)51)11(33)10(32)17(61-25)21(35)36/h5-20,23-26,28-29,31-34,39H,2-3H2,1H3,(H,27,30)(H,35,36)(H,37,38)(H,40,41,42)(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54)	OCC1OC(OC2C(OC(C(C2O)OS(=O)(=O)O)OC2C(COS(=O)(=O)O)OC(C(C2O)N=C(O)C)O)C(=O)O)C(C(C1OC1OC(C(=O)O)C(C(C1OS(=O)(=O)O)O)O)OS(=O)(=O)O)NS(=O)(=O)O
347	404	InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)	NC(C(=O)O)Cc1cnc[nH]1
348	405	InChI=1S/C5H9N3/c6-2-1-5-3-7-4-8-5/h3-4H,1-2,6H2,(H,7,8)	NCCc1cnc[nH]1
349	406	InChI=1S/C6H9N3O/c1-4-8-2-5(3-10)6(7)9-4/h2,10H,3H2,1H3,(H2,7,8,9)	Cc1ncc(c(=N)[nH]1)CO
350	407	InChI=1S/C4H9NO2S/c5-3(1-2-8)4(6)7/h3,8H,1-2,5H2,(H,6,7)	NC(C(=O)O)CCS
351	408	InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)	OCCC(C(=O)O)N
352	409	InChI=1S/C8H8O4/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)	OC(=O)Cc1cc(O)ccc1O
353	411	InChI=1S/C6H8N2O4/c9-4(10)2-1-3-5(11)8-6(12)7-3/h3H,1-2H2,(H,9,10)(H2,7,8,11,12)	OC(=O)CCC1N=C(N=C1O)O
354	414	InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H	Oc1ccc(cc1)O
355	416	InChI=1S/C40H46N4O17/c45-17-32-25(12-40(60)61)21(4-8-36(52)53)29(44-32)15-31-24(11-39(58)59)20(3-7-35(50)51)28(43-31)14-30-23(10-38(56)57)19(2-6-34(48)49)27(42-30)13-26-22(9-37(54)55)18(16-41-26)1-5-33(46)47/h16,41-45H,1-15,17H2,(H,46,47)(H,48,49)(H,50,51)(H,52,53)(H,54,55)(H,56,57)(H,58,59)(H,60,61)	OCc1[nH]c(c(c1CC(=O)O)CCC(=O)O)Cc1[nH]c(c(c1CC(=O)O)CCC(=O)O)Cc1[nH]c(c(c1CC(=O)O)CCC(=O)O)Cc1[nH]cc(c1CC(=O)O)CCC(=O)O
356	417	InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)	Oc1ncnc2c1nc[nH]2
357	418	InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)	CCC(C(C(=O)O)N)C
358	419	InChI=1S/C6H9N2O5P/c9-6(3-13-14(10,11)12)1-5-2-7-4-8-5/h2,4H,1,3H2,(H,7,8)(H2,10,11,12)	O=C(Cc1cnc[nH]1)COP(=O)(O)O
359	420	InChI=1S/C6H8N2O3/c9-5(6(10)11)1-4-2-7-3-8-4/h2-3,5,9H,1H2,(H,7,8)(H,10,11)	OC(C(=O)O)Cc1cnc[nH]1
360	421	InChI=1S/C6H6N2O3/c9-5(6(10)11)1-4-2-7-3-8-4/h2-3H,1H2,(H,7,8)(H,10,11)	OC(=O)C(=O)Cc1cnc[nH]1
361	423	InChI=1S/C4H5NO4/c5-2(4(8)9)1-3(6)7/h5H,1H2,(H,6,7)(H,8,9)	OC(=O)CC(=N)C(=O)O
362	424	InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H	c1ccc2c(c1)[nH]cc2
363	425	InChI=1S/C11H14NO6P/c13-10(6-18-19(15,16)17)11(14)8-5-12-9-4-2-1-3-7(8)9/h1-5,10-14H,6H2,(H2,15,16,17)	OC(C(c1c[nH]c2c1cccc2)O)COP(=O)(O)O
364	426	InChI=1S/C10H9NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,6-7,11H,5H2	O=CCc1c[nH]c2c1cccc2
365	427	InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)/p-1	OC(=O)Cc1c[nH]c2c1cccc2
366	428	InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)	OC(=O)Cc1c[nH]c2c1cccc2
367	429	InChI=1S/C11H9NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,12H,5H2,(H,14,15)	OC(=O)C(=O)Cc1c[nH]c2c1cccc2
368	431	InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h1-2H2,(H,6,7)(H,8,9)	OC(=O)CC(=C)C(=O)O
369	433	InChI=1S/C5H11NO2/c1-2-3-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	CCCC(C(=O)O)N
370	434	InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)	OC1CNC(C1)C(=O)O
371	435	InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)	OC(=N)NCCCC(C(=O)O)N
372	436	InChI=1S/C7H14N2O4S/c8-4(6(10)11)1-2-14-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)	NC(C(=O)O)CCSCC(C(=O)O)N
373	437	InChI=1S/C6H6O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-8H,1H2	OCC(C1OC(=O)C(=O)C1=O)O
374	438	InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)	OC(=O)C(Cc1ccc(c(c1)O)O)N
375	439	InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3	CNCC(c1ccc(c(c1)O)O)O
376	440	InChI=1S/C5H9NO5/c6-2(4(8)9)1-3(7)5(10)11/h2-3,7H,1,6H2,(H,8,9)(H,10,11)	OC(=O)C(CC(C(=O)O)O)N
377	441	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3	OC1C(C)OC(C(C1O)O)O
378	442	InChI=1S/C5H10NO7P/c6-3(5(8)9)1-2-4(7)13-14(10,11)12/h3H,1-2,6H2,(H,8,9)(H2,10,11,12)	O=C(OP(=O)(O)O)CCC(C(=O)O)N
379	443	InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)	OC(=O)C(CC(=O)c1ccccc1N)N
380	444	InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	CS(=O)CCC(C(=O)O)N
381	445	InChI=1S/C6H12O4/c1-6(2,3-7)4(8)5(9)10/h4,7-8H,3H2,1-2H3,(H,9,10)	OCC(C(C(=O)O)O)(C)C
382	446	InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)	OC(=O)C1CCCCN1
383	447	InChI=1S/C3H7NO2Se/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)	NC(C(=O)O)C[SeH]
384	448	InChI=1S/C15H11I4NO4/c16-8-4-7(5-9(17)13(8)21)24-14-10(18)1-6(2-11(14)19)3-12(20)15(22)23/h1-2,4-5,12,21H,3,20H2,(H,22,23)	OC(=O)C(Cc1cc(I)c(c(c1)I)Oc1cc(I)c(c(c1)I)O)N
385	450	InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)	NC(C(=O)O)CC(C)C
386	451	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)	CCC=CCC=CCC=CCCCCCCCC(=O)O
387	452	InChI=1S/C8H15NOS2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H2,9,10)	OC(=N)CCCCC1SSCC1
388	453	InChI=1S/C8H14O2S2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H,9,10)	OC(=O)CCCCC1SSCC1
389	454	InChI=1S/C7H14N2O4/c8-4(6(10)11)2-1-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)	NC(C(=O)O)CCCC(C(=O)O)N
390	455	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)	NCCCCC(C(=O)O)N
391	456	InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)	OC(=O)CC(=O)O
392	457	InChI=1S/C3H4O3/c4-2-1-3(5)6/h2H,1H2,(H,5,6)	O=CCC(=O)O
393	458	InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2	OCC1OC(OC2C(CO)OC(C(C2O)O)O)C(C(C1OC1OC(CO)C(C(C1O)O)O)O)O
394	459	InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2	OCC1OC(OCC2OC(O)C(C(C2O)O)O)C(C(C1O)O)O
395	460	InChI=1S/C9H10O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-4,10H,5-6H2,(H,11,12)	OC(=O)CCc1ccccc1O
396	461	InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)	OC(C(C(=O)O)O)C(=O)O
397	462	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	CSCCC(C(=O)O)N
398	468	InChI=1S/C6H18O24P6/c7-31(8,9)25-1-2(26-32(10,11)12)4(28-34(16,17)18)6(30-36(22,23)24)5(29-35(19,20)21)3(1)27-33(13,14)15/h1-6H,(H2,7,8,9)(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)(H2,19,20,21)(H2,22,23,24)	OP(=O)(OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O
399	469	InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H	OC1C(O)C(O)C(C(C1O)O)O
400	470	InChI=1S/C3H8O3S2/c1-7-2-3-8(4,5)6/h2-3H2,1H3,(H,4,5,6)	CSCCS(=O)(=O)O
401	471	InChI=1S/C12H24N2O3/c13-9-5-1-3-7-11(15)14-10-6-2-4-8-12(16)17/h1-10,13H2,(H,14,15)(H,16,17)	NCCCCCC(=NCCCCCC(=O)O)O
402	472	InChI=1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4,7-8,15H,5-6H2,1-2H3,(H,14,16)	COc1ccc2c(c1)c(CCN=C(O)C)c[nH]2
403	473	InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)	OCC1OC(O)C(C(C1O)O)N=C(O)C
404	474	InChI=1S/C8H16NO9P/c1-3(11)9-5-7(13)6(12)4(2-10)17-8(5)18-19(14,15)16/h4-8,10,12-13H,2H2,1H3,(H,9,11)(H2,14,15,16)	OCC1OC(OP(=O)(O)O)C(C(C1O)O)N=C(O)C
405	475	InChI=1S/C6H12N2O3/c1-4(9)8-3-2-5(7)6(10)11/h5H,2-3,7H2,1H3,(H,8,9)(H,10,11)	CC(=NCCC(C(=O)O)N)O
406	476	InChI=1S/C12H14N2O2/c1-8(15)13-5-4-9-7-14-12-3-2-10(16)6-11(9)12/h2-3,6-7,14,16H,4-5H2,1H3,(H,13,15)	Oc1ccc2c(c1)c(CCN=C(O)C)c[nH]2
407	477	InChI=1S/C8H9NO/c1-7(10)9-8-5-3-2-4-6-8/h2-6H,1H3,(H,9,10)	CC(=Nc1ccccc1)O
408	478	InChI=1S/C3H6N2O2/c4-2-5-1-3(6)7/h2H,1H2,(H2,4,5)(H,6,7)	OC(=O)CNC=N
409	479	InChI=1S/C11H12N2O4/c12-8(11(16)17)5-10(15)7-3-1-2-4-9(7)13-6-14/h1-4,6,8H,5,12H2,(H,13,14)(H,16,17)	OC=Nc1ccccc1C(=O)CC(C(=O)O)N
410	480	InChI=1S/C6H11N3/c1-7-3-2-6-4-8-5-9-6/h4-5,7H,2-3H2,1H3,(H,8,9)	CNCCc1cnc[nH]1
411	481	InChI=1S/C9H13NO/c1-10-7-9(11)8-5-3-2-4-6-8/h2-6,9-11H,7H2,1H3	CNCC(c1ccccc1)O
412	482	InChI=1S/C12H28N4O/c1-12(17)16-11-5-10-15-8-3-2-7-14-9-4-6-13/h14-15H,2-11,13H2,1H3,(H,16,17)	NCCCNCCCCNCCCN=C(O)C
413	483	InChI=1S/C9H16N2O5/c10-5-1-2-6(9(15)16)11-7(12)3-4-8(13)14/h6H,1-5,10H2,(H,11,12)(H,13,14)(H,15,16)	NCCCC(C(=O)O)N=C(CCC(=O)O)O
414	485	InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H	c1ccc2c(c1)cccc2
415	486	InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2	Oc1ccc(cc1)C1CC(=O)c2c(O1)cc(cc2O)O
416	490	InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)	OC(=N)c1cccnc1
417	491	InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)/p-1	OC(=O)c1cccnc1
418	492	InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)	OC(=O)c1cccnc1
419	493	InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3	CN1CCCC1c1cccnc1
420	500	InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3	CN(c1ccccc1)C
421	501	InChI=1S/C8H11NO/c1-9(2,10)8-6-4-3-5-7-8/h3-7H,1-2H3	CN(=O)(c1ccccc1)C
422	502	InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2	NCC(c1ccc(c(c1)O)O)O
423	503	InChI=1S/C4H10NO6P/c5-3(4(6)7)1-2-11-12(8,9)10/h3H,1-2,5H2,(H,6,7)(H2,8,9,10)	OC(=O)C(CCOP(=O)(O)O)N
424	504	InChI=1S/C11H10O5/c12-9(5-6-10(13)14)7-3-1-2-4-8(7)11(15)16/h1-4H,5-6H2,(H,13,14)(H,15,16)	OC(=O)CCC(=O)c1ccccc1C(=O)O
425	505	InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3	CCCCCCCCO
426	506	InChI=1S/C47H70O3/c1-36(2)18-11-19-37(3)20-12-21-38(4)22-13-23-39(5)24-14-25-40(6)26-15-27-41(7)28-16-29-42(8)30-17-31-43(9)32-33-44-34-45(48)35-46(50-10)47(44)49/h18,20,22,24,26,28,30,32,34-35H,11-17,19,21,23,25,27,29,31,33H2,1-10H3	COC1=CC(=O)C=C(C1=O)CC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(C)C)C)C)C)C)C)C)C
427	507	InChI=1S/C48H72O3/c1-36(2)19-12-20-37(3)21-13-22-38(4)23-14-24-39(5)25-15-26-40(6)27-16-28-41(7)29-17-30-42(8)31-18-32-43(9)33-34-45-44(10)46(49)35-47(51-11)48(45)50/h19,21,23,25,27,29,31,33,35H,12-18,20,22,24,26,28,30,32,34H2,1-11H3	COC1=CC(=O)C(=C(C1=O)CC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(C)C)C)C)C)C)C)C)C)C
428	510	InChI=1S/C3H4O4/c4-1-2(5)3(6)7/h4H,1H2,(H,6,7)	OCC(=O)C(=O)O
429	511	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)	CCCCCCCCC=CCCCCCCCC(=O)O
430	512	InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)	Oc1nc(O)nc(c1)C(=O)O
431	513	InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)	OC(=O)CC(=O)C(=O)O
432	514	InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)	OC(=O)C(=O)O
433	515	InChI=1S/C6H6O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2H,1H2,(H,7,8)(H,10,11)(H,12,13)	OC(=O)CC(C(=O)C(=O)O)C(=O)O
434	516	InChI=1S/C2H3NO3/c3-1(4)2(5)6/h(H2,3,4)(H,5,6)	OC(=O)C(=O)N
435	517	InChI=1S/C5H6O3/c1-2-3-4(6)5(7)8/h2H,1,3H2,(H,7,8)	OC(=O)C(=O)CC=C
436	519	InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)	OC(=O)c1ccc(cc1)N
437	520	InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)	Oc1ccc(cc1)CC(=O)C(=O)O
